Annee;Code_Ville_ou_CASA;Libell__Ville_ou_CASA;Code_DGS_ou_CMUN;Libell__DGS_ou_CMUN;Code_DGA;Libell__DGA;Code_Direction;Libell__Direction;Code_Service;Libell__Service;Code_Unit_;Libell__Unit_;Code_Equipe;Libell__Equipe;Code_budget;Libell__budget;Code_chapitre;Libell__chapitre;Code_nature;Libell__nature;Code_fonction;Libell__fonction;Code_sous_fonction;Libell__sous_fonction;Code_sous_rubrique;Libell__sous_rubrique;Code_antenne;Libell__antenne;Code_op_ration;Libell__op_ration;Code_section;Libell___section;Code_sens;Libell___sens;Service_destinataire;Montant_inscription;Total_r_alis____e_n_s;CO_134D;Consomm__134D;CO_140D;Consomm__140D;CO_DRH;Consomm__DRH;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 22;Operation 22;I;Investment budget;R;Incomes;99;2630.83;858.58;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 23;Operation 23;I;Investment budget;R;Incomes;99;37287.31;17953.3;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;16;Chapter 16;;;;;;;;;;; 24;Operation 24;I;Investment budget;R;Incomes;99;78600006.52;23740668.5;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;16;Chapter 16;;;;;;;;;;; 25;Operation 25;I;Investment budget;R;Incomes;99;9648514.2;8170070.8;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;16;Chapter 16;;;;;;;;;;; 26;Operation 26;I;Investment budget;R;Incomes;99;53906061.6;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;45;Chapter 45;;;;;;;;;;; 27;Operation 27;I;Investment budget;R;Incomes;99;354652.12;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;10;Chapter 10;;;;;;;;;;; 28;Operation 28;I;Investment budget;R;Incomes;110;;8932077.37;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;13;Chapter 13;;;;;;;;;;; 29;Operation 29;I;Investment budget;R;Incomes;110;;8717.65;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;42;Chapter 42;;;;;;;;;;; 30;Operation 30;F;Operating budget;R;Incomes;99;334923.98;216934.95;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;42;Chapter 42;;;;;;;;;;; 31;Operation 31;F;Operating budget;R;Incomes;99;;567927.4;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;42;Chapter 42;;;;;;;;;;; 32;Operation 32;F;Operating budget;R;Incomes;99;87254.73;3255.23;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;77;Chapter 77;;;;;;;;;;; 33;Operation 33;F;Operating budget;R;Incomes;99;;89300.38;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;2;Chapter 2;;;;;;;;;;; 34;Operation 34;F;Operating budget;R;Incomes;110;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;73;Chapter 73;;;;;;;;;;; 35;Operation 35;F;Operating budget;R;Incomes;110;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;74;Chapter 74;;;;;;;;;;; 36;Operation 36;F;Operating budget;R;Incomes;110;;4444413.61;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 37;Operation 37;F;Operating budget;R;Incomes;110;;213280.3;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;76;Chapter 76;;;;;;;;;;; 38;Operation 38;F;Operating budget;R;Incomes;110;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;16;Chapter 16;;;;;;;;;;; 39;Operation 39;I;Investment budget;D;Spendings;99;2675658.99;51195.5;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;16;Chapter 16;;;;;;;;;;; 40;Operation 40;I;Investment budget;D;Spendings;99;63669170.16;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;16;Chapter 16;;;;;;;;;;; 41;Operation 41;I;Investment budget;D;Spendings;99;40631.19;8407.9;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;40;Chapter 40;;;;;;;;;;; 44;Operation 44;I;Investment budget;D;Spendings;99;;172662.2;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;40;Chapter 40;;;;;;;;;;; 45;Operation 45;I;Investment budget;D;Spendings;99;6717.11;3860.35;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;40;Chapter 40;;;;;;;;;;; 46;Operation 46;I;Investment budget;D;Spendings;99;916963.67;56024.24;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;40;Chapter 40;;;;;;;;;;; 47;Operation 47;I;Investment budget;D;Spendings;99;1221.9;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;40;Chapter 40;;;;;;;;;;; 48;Operation 48;I;Investment budget;D;Spendings;99;58246.82;45727.36;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;27;Chapter 27;;;;;;;;;;; 43;Operation 43;I;Investment budget;D;Spendings;99;859117.84;508493.89;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;45;Chapter 45;;;;;;;;;;; 42;Operation 42;I;Investment budget;D;Spendings;99;458235.79;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 49;Operation 49;I;Investment budget;D;Spendings;99;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 50;Operation 50;I;Investment budget;D;Spendings;99;1972.8;1139.72;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 51;Operation 51;I;Investment budget;D;Spendings;99;4145.43;3422.12;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 52;Operation 52;I;Investment budget;D;Spendings;99;3916.77;2169.84;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 53;Operation 53;I;Investment budget;D;Spendings;99;795.92;478.2;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 54;Operation 54;I;Investment budget;D;Spendings;99;9908.25;3706.67;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 55;Operation 55;I;Investment budget;D;Spendings;248;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;1;Chapter 1;;;;;;;;;;; 56;Operation 56;I;Investment budget;D;Spendings;110;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;13;Chapter 13;;;;;;;;;;; 57;Operation 57;I;Investment budget;D;Spendings;110;;460156.5;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 58;Operation 58;F;Operating budget;D;Spendings;99;8216050.68;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;22;Chapter 22;;;;;;;;;;; 59;Operation 59;F;Operating budget;D;Spendings;99;6123585.22;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;42;Chapter 42;;;;;;;;;;; 63;Operation 63;F;Operating budget;D;Spendings;99;;310085.14;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;42;Chapter 42;;;;;;;;;;; 64;Operation 64;F;Operating budget;D;Spendings;99;2944347.86;41961.61;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;42;Chapter 42;;;;;;;;;;; 65;Operation 65;F;Operating budget;D;Spendings;99;912707.38;41030.78;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;66;Chapter 66;;;;;;;;;;; 60;Operation 60;F;Operating budget;D;Spendings;99;1963305.62;698700.96;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;66;Chapter 66;;;;;;;;;;; 61;Operation 61;F;Operating budget;D;Spendings;99;195106.41;169808.8;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;66;Chapter 66;;;;;;;;;;; 62;Operation 62;F;Operating budget;D;Spendings;99;;;;;;;;;;
2012;1;Site 1;60;Entity 1;;;5;Business unit 1;99;Service 1;;;;;1;Budget 1;67;Chapter 67;;;;;;;;;;; 66;Operation 66;F;Operating budget;D;Spendings;255;;1766.28;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 307;Operation 307;F;Operating budget;D;Spendings;240;4457.46;3984.41;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 308;Operation 308;F;Operating budget;D;Spendings;240;2052.74;1254.92;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 309;Operation 309;F;Operating budget;D;Spendings;240;5437.97;2336.51;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 310;Operation 310;F;Operating budget;D;Spendings;240;4505.6;339.95;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 311;Operation 311;F;Operating budget;D;Spendings;240;54285.11;5971.2;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 312;Operation 312;F;Operating budget;D;Spendings;240;86103.7;28840.98;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 313;Operation 313;F;Operating budget;D;Spendings;240;90.73;55.5;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 314;Operation 314;F;Operating budget;D;Spendings;240;391.34;73.7;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 315;Operation 315;F;Operating budget;D;Spendings;240;5316.4;4559.7;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;204;Chapter 204;;;;;;;;;;; 301;Operation 301;I;Investment budget;D;Spendings;240;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;204;Chapter 204;;;;;;;;;;; 302;Operation 302;I;Investment budget;D;Spendings;240;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;204;Chapter 204;;;;;;;;;;; 303;Operation 303;I;Investment budget;D;Spendings;240;4748.56;2483.52;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;204;Chapter 204;;;;;;;;;;; 304;Operation 304;I;Investment budget;D;Spendings;240;28454.45;3820.89;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 306;Operation 306;I;Investment budget;D;Spendings;240;7882.23;6513.37;7415.27;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;20;Chapter 20;;;;;;;;;;; 305;Operation 305;I;Investment budget;D;Spendings;240;2333.89;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;74;Chapter 74;;;;;;;;;;; 316;Operation 316;F;Operating budget;R;Incomes;240;59022.74;931.47;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;;;;;;;1;Budget 1;10;Chapter 10;;;;;;;;;;; 317;Operation 317;I;Investment budget;R;Incomes;241;;9727985.35;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;24;Chapter 24;;;;;;;;;;; 318;Operation 318;I;Investment budget;R;Incomes;248;842869.29;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 319;Operation 319;F;Operating budget;R;Incomes;248;;473.93;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;77;Chapter 77;;;;;;;;;;; 320;Operation 320;F;Operating budget;R;Incomes;248;;84037.3;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 321;Operation 321;I;Investment budget;D;Spendings;248;975762.13;632362.53;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 322;Operation 322;I;Investment budget;D;Spendings;248;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 323;Operation 323;I;Investment budget;D;Spendings;248;4268531.62;702978.53;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 324;Operation 324;I;Investment budget;D;Spendings;248;12494.5;10348.15;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 325;Operation 325;I;Investment budget;D;Spendings;248;6810020.25;769096.71;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 326;Operation 326;I;Investment budget;D;Spendings;261;;910.44;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;240;Business unit 4;248;Service 7;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 327;Operation 327;F;Operating budget;D;Spendings;261;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;1;Chapter 1;;;;;;;;;;; 328;Operation 328;I;Investment budget;R;Incomes; ;7775.1;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;40;Chapter 40;;;;;;;;;;; 329;Operation 329;I;Investment budget;R;Incomes; ;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;40;Chapter 40;;;;;;;;;;; 330;Operation 330;I;Investment budget;R;Incomes; ;8714.6;1081.84;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;40;Chapter 40;;;;;;;;;;; 331;Operation 331;I;Investment budget;R;Incomes; ;1018.84;532.78;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;40;Chapter 40;;;;;;;;;;; 332;Operation 332;I;Investment budget;R;Incomes; ;9556.91;1760.89;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;40;Chapter 40;;;;;;;;;;; 333;Operation 333;I;Investment budget;R;Incomes; ;2242.71;763.23;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;10;Chapter 10;;;;;;;;;;; 334;Operation 334;I;Investment budget;R;Incomes; ;271.44;47.89;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;70;Chapter 70;;;;;;;;;;; 335;Operation 335;F;Operating budget;R;Incomes; ;37377.19;2815.59;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;74;Chapter 74;;;;;;;;;;; 336;Operation 336;F;Operating budget;R;Incomes; ;81347.28;18215.93;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;74;Chapter 74;;;;;;;;;;; 337;Operation 337;F;Operating budget;R;Incomes; ;12153.81;5742.77;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 344;Operation 344;F;Operating budget;D;Spendings; ;5543.54;1407.6;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 338;Operation 338;F;Operating budget;D;Spendings; ;22514.34;6473.3;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 340;Operation 340;F;Operating budget;D;Spendings; ;5122.89;2938.33;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 341;Operation 341;F;Operating budget;D;Spendings; ;3719.41;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 342;Operation 342;F;Operating budget;D;Spendings; ;;2281.84;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 343;Operation 343;F;Operating budget;D;Spendings; ;801;160.1;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 339;Operation 339;F;Operating budget;D;Spendings; ;6133.73;392.96;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 345;Operation 345;F;Operating budget;D;Spendings; ;3192.19;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 346;Operation 346;F;Operating budget;D;Spendings; ;2165.65;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 347;Operation 347;F;Operating budget;D;Spendings; ;1667.6;17.63;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 348;Operation 348;F;Operating budget;D;Spendings; ;82876.19;4918.71;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;12;Chapter 12;;;;;;;;;;; 349;Operation 349;F;Operating budget;D;Spendings; ;800.3;68.45;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 350;Operation 350;F;Operating budget;D;Spendings; ;1952.13;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 351;Operation 351;F;Operating budget;D;Spendings; ;1629.21;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 352;Operation 352;F;Operating budget;D;Spendings; ;7919.1;4894.56;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 353;Operation 353;F;Operating budget;D;Spendings; ;1186.73;1162.15;;;;;;;;
